cobh.annick.1	Ann Ni가 나타날 수 있습니다.
dunbarton.nerys.74	가까이의 던전에 갈 때는 장비를 충분히 갖추지 않으면. <br/>그렇지 않으면, 꽤 고생해요. <br/>거기의 발타 아저씨의 잡화상인가,<br/>바보이지만 치료자의 마누스의 집에 가 보는 것도 좋을지도 몰라요. <p/>그래. 학교의 아란웬이라고도 충분히 이야기해 봐. <br/>아란웬은 거드름을 피우고, 완고하기 때문에,<br/>기본이 분명하게 되지 않은 사람에게는<br/>기술을 잘 가르쳐 주지 않는 것 같아요.
dunbarton.nerys.75	응―… 다른 이야기하면 안 되는가?
dunbarton.nerys.76	하하하… 미안. 나는 모르는 이야기야.
dunbarton.nerys.77	당신이나 이상한 사람이네. 무엇으로 그런 일을 묻는 거야? |…|무엇으로 그렇게 부추기는 거야?
dunbarton.nerys.78	모른다. |모른다고! |… 모른다고…
dunbarton.nerys.79	…? 처음으로 묻는 이야기예요. |그런 일 묻지 마. |에… 당신은 이상한 일 묻는 것을 좋아하는. |잘 묻지만…,<br/>나는 전혀 흥미가 없는거야. |… 그런 이야기를 어디선가 들은 것 같은…. |잘 몰라요. |사 이외의 사람이라면 알고 있는 것이 아니야? |당신, 꽤 심술궂은 곳이 있는 거네….
dunbarton.nerys.81	오늘은 끝나. 내일 봐요.
dunbarton.nerys.82	오늘의 일은 모두 끝났어? <br/>라면, 지금 보고해 종료해? <br/><button title='보고한다' keyword='@report'/><button title='보고하지 않는다' keyword='@later'/>
dunbarton.nerys.83	―. 완벽. <br/>도와 주어 고마워요.
dunbarton.nerys.84	-응…. <br/>좋아요. 이번은 이것을로 만족하지 않으면. <br/>대신에 보수는 이쪽에서 결정하기 때문에.
dunbarton.nerys.85	나를 바보취급 하고 있을까? 이 정도라면 누구라도 할 수 있는 것.
dunbarton.nerys.86	아─…. <br/>이런 식으로 하는 것이라면, 처음부터 하지 않는 편이 좋아요.
dunbarton.nerys.87	은, 기대하고 있어요.
dunbarton.nerys.88	지금은 시간이 아니기 때문에, 다음에 와?
dunbarton.nerys.89	부탁한 일은 잘되고 있어? <p/>걱정이어…
dunbarton.nerys.90	늦었지 않아! <br/>다음으로부터는 마감전에 와.
dunbarton.nerys.91	일이 있는 것 같지만, 먼저 끝내지 않으면 안 되는 것이 아닌거야? <br/>
dunbarton.nerys.92	계세요. <br/>오늘도 도와 줄래?
dunbarton.nerys.93	<username/>. 덕분에 정말로 살아났어요. <br/>한사람이라면 어떻게 되어 있었는지…
dunbarton.nerys.94	그렇게? 유감이구나… 는, 다음은 잘 부탁드립니다.
dunbarton.nerys.95	좋아! <br/>오늘도 잘 부탁드립니다!
dunbarton.nerys.96	은, 잘 부탁드립니다~.
dunbarton.nerys.97	뭔가 그 밖에 있어?
dunbarton.nerys.98	오늘도 도와 줄래?
dunbarton.nerys.99	는, 마감까지 부탁해요.
dunbarton.nerys.100	아, 그러면 다음때는 부탁.
dunbarton.nerys.101	일이 필요해? <br/>그렇다면, 조금 도와 줄래? <br/>보수도 주어요. 어때?
dunbarton.nerys.102	좋아? 마감전까지 일을 끝내 와. <br/>
dunbarton.nerys.103	응? 포기하는 거야? <br/>
dunbarton.nerys.104	지금은 일의 시간이 아니기 때문에 시간이 되면 와.
dunbarton.nerys.105	오늘은 이제(벌써) 사람이 충분해. <br/>또 이번에 부탁해요.
dunbarton.nerys.106	응―… 또 다음에 와 줄래?
dunbarton.nerys.107	오늘은 이제(벌써) 사람이 충분해. <br/>또 이번에 부탁해요.
dunbarton.nerys.108	지금은 일의 시간이 아니기 때문에 시간이 되면 와.
dunbarton.nerys.109	여기에서는 무기, 갑옷, 장비류를 수리할 수 있어요. <br/>높은 장비를 사용하고 있으면 수리비도 바보가 되지 않아. 괜찮아? <br/>그렇지만, 실패는 적어요. <repair rate='{0}' stringid='(*/smith_repairable/*)'/>
dunbarton.nerys.110	소망 대로, 1포인트 수리했어요. |내구력을 1포인트 주었어요. |1포인트 수리를 할 수 있었어요. |네, 할 수 있었어요. <br/>좀 더 정중하게 취급하는 편이 좋아요.
dunbarton.nerys.111	응… 미안해요. 수리에 실패한 것 같다. |어머나, 수리에 실패한 것 같다. |미안… 실패한 것 같다.
dunbarton.nerys.112	그것을 고치려면 돈이 부족해요? |기분으로서는 공짜로 해 주고 싶은 것이지만, 돈이 없으면 안 돼요. |돈이 좀 더 필요하구나.
dunbarton.nerys.113	더 이상 수리하는 것이 없어요.
dunbarton.nerys.114	응?
dunbarton.nerys.115	자! 완벽하게 수리 종료! |좋아! 예쁘게 수리할 수 있었어요. |신품과 같이 회복되었어요.
dunbarton.nerys.116	자, 모두 수리했어요. <br/>그렇지만,{0}회 실패해 버려,{1}포인트 밖에 회복되지 않아요.
dunbarton.nerys.117	응―… 미안해요. <br/>수리는 완전하게 실패했어요.
dunbarton.nerys.118	그것을 고치려면 돈이 부족해요? |기분으로서는 공짜로 해 주고 싶은 것이지만, 돈이 없으면 안 돼요. |돈이 좀 더 필요하구나.
dunbarton.nerys.119	더 이상 수리하는 것이 없네요.
dunbarton.nerys.120	응?
dunbarton.nerys.121	수리하는 비용이 괴로운 것이라면,<br/>성당에서 축복 포션을 받아 사용해 봐. <br/>반드시 도움이 될 것이야. <br/>그러면, 수리하는 것이 있으면, 또 와. <repair hide='true'/>
dunbarton.nerys.122	너는… 별난 사람이구나. 크로스보우를 2개나 가지고 무엇이 좋은거야? <br/>그렇다면 나는 크로스보우를 많이 사 주면 고맙지만…. <br/>그렇게 말하면, 뭔가 너를 보고 있으면 여기서 무기가게를 냈을 때를 생각해 내요…. <p/>던바튼에 침착하기 전은, 몇년이나 친구와 에응의 여기저기를 여행하고 있었어요…. <br/>실은, 이 무기가게도 그 친구와 함께 개업했어. <br/>아무튼… 그 친구는 개업한 하자마자, 곧바로 여행을 떠났지만. <p/>여행의 도중, 마스단젼을 방문했을 무렵에, 여행하는 것도 질려 버려<br/>여기에 정착하게 된 것이야. <p/>그렇게 말하면, 그 때 마스단젼으로 만난 치료자가 마누스였는지? <br/>치료자의 주제에, 다 죽어가고 있던 것으로 내가 도와 준 것이다.
dunbarton.nerys.123	너는… 별난 사람이구나. 크로스보우를 2개나 가지고 무엇이 좋은거야? <br/>그렇다면 나는 크로스보우를 많이 사 주면 고맙지만…. <br/>그렇게 말하면, 뭔가 너를 보고 있으면 여기서 무기가게를 냈을 때를 생각해 내요…. <p/>던바튼에 침착하기 전은, 몇년이나 친구와 에응의 여기저기를 여행하고 있었어요…. <br/>실은, 이 무기가게도 그 친구와 함께 개업했어. <br/>아무튼… 그 친구는 개업한 하자마자, 곧바로 여행을 떠났지만. <p/>여행의 도중, 마스단젼을 방문했을 무렵에, 여행하는 것도 질려 버려<br/>여기에 정착하게 된 것이야. <p/>그렇게 말하면, 그 때 마스단젼으로 만난 치료자가 마누스였는지? <br/>치료자의 주제에, 다 죽어가고 있던 것으로 내가 도와 준 것이다.
dunbarton.nerys.124	개조? 아이템을 선택해. <br/>개조할 수 있는 회수라든가 종류는<br/>설명하지 않아도 알겠죠? <upgrade/>
dunbarton.nerys.125	, 이런 일은 누워서 떡먹기임. <br/>? 마음에 들었어? <br/>다른 물건도 해 봐?
dunbarton.nerys.126	응? …? <br/>이상하다. 내가 이런 일로 실패할 리가 없지만…
dunbarton.nerys.127	어머나, 뻔뻔스럽다. <br/>심하다고 생각하지 않아? <br/>자신이 가지고 있는 돈 정도는 확인해.
dunbarton.nerys.128	응?
dunbarton.nerys.129	오늘은 이것으로 끝나? <br/>또 필요하게 되면 언제라도 와. <br/><upgrade hide='true'/>
dunbarton.nerys.130	꼭 하나 있으면 좋겠다라고 생각하고 있던 곳… 고마워요. |원, 이것은 정말로 마음에 들었어요. 고마워요. <br/>정말로 오랜만에 사람으로부터 좋은 선물을 받았어요.
dunbarton.nerys.131	응?! 이것은 좋네요~! <br/>의외로 다른 사람을 배려할 수가 있는 사람이구나…|에―… 상당히 선물을 선택하는 센스가 있는 거네! 고마워요.
dunbarton.nerys.132	응? 나에게 주는 거야? <br/>아깝지 않아? 나에게는 답례하는 것은 없는데? |원… 이런 것을 주거나 하는 거야? 부담이 되어요….
dunbarton.nerys.133	응―… 주기 때문에 받지만…|나에게 이런 것을 주면 내가 기뻐한다고라도 생각해?
dunbarton.nerys.134	화이트 데이 이벤트
dunbarton.nerys.135	<username/>, 너이니까 이야기하지만…. <br/>… 여신을 구출한 용사라면,<br/>적어도 장비에 좀 더 배려를 하는 것이 좋다. <br/>뭐, 지금도 그렇게 나쁘지는 않지만 말야…. <p/>… 싸게 해 주기 때문에, 조금 봐 가내?
dunbarton.nerys.136	응? <username/>, 나에게 스킬에 대해 듣고 싶은 것이 있는 거야? <p/>내가 알고 있는 것 같은거 무기의 수리 정도이니까,<br/>그렇게 간단하게 가르칠 수 있는 일은 없지만…. <br/>뭐,<username/>의 부탁이고, 생각해 본다…. <p/>그렇다, 활사용들이 사용하는 상위 스킬에 흥미는 없어? <br/>화살을 재빠르게 준비해 연속으로 쏘아 맞힐 수 있는 스킬에 대해,<br/>학교의 아란웬이 가르쳐 준다 라고 들었지만…. <br/>흥미가 있으면, 한 번 가 보면 좋아. <p/>다만, 아란웬은 「딱딱하다」로부터,<br/>스킬에 대해 듣는 것 만으로는, 곧바로 가르쳐 주지 않으면 생각한다. <br/>그녀의 성격으로부터 해, 활사용들이 사용하는 상위 스킬을 배우려고 한다면,<br/>일단, 활사용의 기본 스킬 정도는 확실히 기억해 두지 않으면 안되구나…. <p/>뭐, 그것을 어필 할 수 있을까는, 또 다른 문제이지만…. <br/>… 어떻게 하면 좋을까…. <p/>그렇구나… 우선, 「불길의 화살」의 타이틀을 붙여 가 보면? <p/>소중히 간직함을 가르쳐 준 것이니까,<br/>기회가 있으면, 꼭 내가 말했던 대로 해 봐. <br/>불길의 화살에 숙련도가 높은 활, 기억해 둬.
dunbarton.nerys.137	, 꽤 하는 것. 조금 어려울까 생각했었는데…. <br/>오케이. 그러면, 이 중에서 기분에 말한 것을 취해는. <br/>수고 하셨습니다,<username/>. <button title='보고하지 않는다' keyword='@later'/>
dunbarton.nerys.138	그렇게, 그러면 또. <br/>… 그 사이에, 좋은 것은 다른 사람에게 빼앗길지도 몰라~? 후후.
dunbarton.nerys.139	(회화를 할 수 없다.)
dunbarton.nerys.140	<button title='회화' keyword='@talk'/><button title='거래' keyword='@shop'/><button title='수리' keyword='@repair'/>
dunbarton.nerys.141	<button title='개조' keyword='@upgrade'/>
dunbarton.nerys.142	<button title='종료' keyword='@end'/>
dunbarton.nerys.143	필요한 것이 있다면 말해 봐.
dunbarton.nerys.144	아직 필요한 것이 있는 거야?
dunbarton.nerys.145	(말이 통하지 않는 것 같다.)
dunbarton.nerys.146	무엇? 도시락을 만들어 좋아하는 사람에게 건네주는 인간이 있으면? <br/>하하하. 그것은 어떻게 말하는 일이다. <username/>. <br/>요즈음 그렇게 낡은 생각을 가지는 사람이 있다고는…. <p/>…. <p/>… 너, 혹시 요리 능숙한가?
dunbarton.nerys.147	<image name='mini_manus_stomachache'/>… 마누스, 그 바보,<br/>뭐든지 주워 먹기 해 복통에 걸린 것 같다. <br/>치료자라는 것이 저런 것은 누가 믿어? <p/>어쨌든<username/>, 너도 음식은 조심해.
dunbarton.nerys.148	어머나, 에린의 용사가 아니다. <br/>이 세계가 파괴되지 않아 정말로 좋았어요. <br/>고마워요.
dunbarton.nerys.149	응? 팔라딘의 책? <br/>책이라면 서점에 가지 않으면…. <br/>어째서 무기가게에 듣는 거야? <p/>… 조금! 별로 들러붙지 마! 이제(벌써)―, 후후후.
dunbarton.nerys.150	<button title='쿠폰 수첩을 받는다' keyword='@LotteryNote'/>
dunbarton.nerys.151	<button title='상품권을 사용한다' keyword='@UseCoupon'/>
dunbarton.nerys.152	<username/>, 쿠폰 수첩이 필요해? <br/>뭐… 갖고 싶으면 갖고 싶은 것뿐 주어요. <br/>사실이라면 물건을 사면 주지만…. <br/><username/>정도의 단골 손님이라면 별로 좋은가. <p/>
dunbarton.nerys.153	<button title='종료' keyword='@end'/>
dunbarton.nerys.154	지금, 가게에서 물건을 사면 쿠폰 수첩을 주고 있지만,<br/><username/>도 필요? <br/>지금, 쿠폰 수첩으로 받을 수 있는 상품권을 모으면<br/>다른 물건과 교환 해 준다 라는 캠페인을 하고 있어. <br/><button title='쿠폰 수첩을 받는다' keyword='@Yes'/><button title='받지 않는다' keyword='@No'/>
dunbarton.nerys.155	쿠폰은 몬스터로부터 받을 수 있는 것 같다. <br/>상품권은, 많이 모으면 모을수록 좋은 것이 받을 수 있기 때문에<br/>의지가 있다면 챌린지해 봐. <p/>아, 다른 가게에 가져 가도 의미 없어요. <br/>이것은 내가 준 수첩이니까.
dunbarton.nerys.156	수첩을 받는 빈 곳이 없네요. <br/>목록을 정리해<br/>또 와 줄래?
dunbarton.nerys.157	그렇게? 흥미가 없으면 어쩔 수 없어요. <br/>만약 기분이 바뀌면 또 와.
dunbarton.nerys.158	물건을 사면, 쿠폰 수첩을 주는 이벤트를 하고 있어. <br/>흥미가 있다면 뭔가 사 가.
dunbarton.nerys.159	지금, 가게에서 물건을 사면 쿠폰 수첩을 주고 있지만,<br/><username/>도 필요? <br/>지금, 쿠폰 수첩으로 받을 수 있는 상품권을 모으면<br/>다른 물건과 교환 해 준다 라는 캠페인을 하고 있어. <br/><button title='쿠폰 수첩을 받는다' keyword='@Yes'/><button title='받지 않는다' keyword='@No'/>
dunbarton.nerys.160	지금, 쿠폰 수첩에 쿠폰을 붙이면 받을 수 있는 상품권을,<br/>멋진 물건과 교환 해 주는 캠페인을 하고 있어. <br/>한 번에 많이 가져와 주면 좋은 것을 주어요.
dunbarton.nerys.161	수첩을 받는 빈 곳이 없네요. <br/>목록을 정리해<br/>또 와 줄래?
dunbarton.nerys.162	그렇게? 흥미가 없으면 어쩔 수 없어요. <br/>만약 기분이 바뀌면 또 와.
dunbarton.nerys.163	<listbox page_size='8' title='상품권 사용' cancel='@breakloop'><button title='브로드 소드 (상품권 1장)' keyword='@prize1'/><button title='라운드 실드 (상품권 5장)' keyword='@prize2'/><button title='드란도스 레더메일 (상품권 50장)' keyword='@prize3'/><button title='키리누스진 하프 플레이트 (상품권 300장)' keyword='@prize4'/><button title='레어칼라 키리누스진 하프... (3,000장)' keyword='@prize5'/></listbox>
dunbarton.nerys.164	<listbox page_size='8' title='상품권 사용' cancel='@breakloop'><button title='브로드 소드 (상품권 1장)' keyword='@prize1'/><button title='라운드 실드 (상품권 5장)' keyword='@prize2'/><button title='드란도스 레더메일 (상품권 50장)' keyword='@prize3'/><button title='키리누스진 하프 플레이트 (상품권 300장)' keyword='@prize4'/><button title='레어칼라 키리누스진 하프... (3,000장)' keyword='@prize5'/></listbox>
dunbarton.nerys.165	상품권, 전부 사용한 것 같지만. <br/>좋은가 아네요?
dunbarton.nerys.166	지금 당신이 가지고 있는 상품권은{0}매야. <br/>
dunbarton.nerys.167	교환하고 싶은 것이 있다면 신중하게 선택해. <br/>캔슬은 무리이니까. <br/>
dunbarton.nerys.168	<button title='종료' keyword='@donothing'/>
dunbarton.nerys.169	{0} : 상품권 {1}매<br/>
dunbarton.nerys.170	이것으로 좋아? <button title='받는다' keyword='@get'/><button title='받지 않는다' keyword='@cancel'/>
