iria_human.heulfryn.1	[0]포션
tara.corentin.35	법황궁 츠토무 서장이라고 하는 직위는 귀에 익지 않을까 생각합니다. <br/>라이미라크 법황을 보좌하는 시종의 역할이라고 하면<br/>이해하기 쉬울지도 모르네요. <p/>궁 츠토무 서장으로서 법황청의 전반적인 재무 행정이나 수도회를 관리하고 있어<br/>비공식입니다만 법황청직속의 성당 기사단의 전권이 위임되고 있습니다. |물론 오늘의 정세를 모이트라 전쟁 시대와 비교하는 것에는 무리가 있습니다. <br/>그림자의 세계의 위협이 존재한다고는 해도<br/>지금은 전시 상황이 아니기 때문에. <p/>그러나 그렇다고 해서 성당 기사단의<br/>존재 이유 자체가 없어질 것은 아니라고 생각합니다. <p/>성당 기사단은 변화했던 시대에 맞은<br/>성당 기사단만이 가능한 역할을 벌써 충분히 가리켜 주고 있습니다. |궁 츠토무 서장이라고 하는 지위에 있기 (위해)때문에<br/>개인적인 부분의 언급은 자제하지 않을 수 없습니다. <br/>사견이 법황청의 공식적인 입장으로서<br/>오해 받을 가능성도 있으니까요. |취미로 승마를 즐기고 있습니다. <br/>승마력은 꽤 깁니다만<br/>전문가의 수준은 아니고 한가한 때에 즐기는 정도입니다. <p/>최근에는 키스씨의 소개로<br/>승마 교습을 받게 된 것입니다만<br/>체계적으로 기술을 배울 수 있으므로 만족합니다. |라이미라크의 성스러운 불씨를 다 써버리지 않게<br/>보존하는 것도 법황청의 사제들이 맡고 있을<br/>책임의 하나입니다. <p/>법황청이 지어진 이래 불씨는 한번도 사라졌던 적이 없습니다. <br/>사제들의 세심의 관리가 있었기 때문에 이룰 수 연과인 것이지요.
tara.corentin.36	법황궁 츠토무 서장이라고 하는 직위는 귀에 익지 않을까 생각합니다. <br/>라이미라크 법황을 보좌하는 시종의 역할이라고 하면<br/>이해하기 쉬울지도 모르네요. <p/>궁 츠토무 서장으로서 법황청의 전반적인 재무 행정이나 수도회를 관리하고 있어<br/>비공식입니다만 법황청직속의 성당 기사단의 전권이 위임되고 있습니다. |물론 오늘의 정세를 모이트라 전쟁 시대와 비교하는 것에는 무리가 있습니다. <br/>그림자의 세계의 위협이 존재한다고는 해도<br/>지금은 전시 상황이 아니기 때문에. <p/>그러나 그렇다고 해서 성당 기사단의<br/>존재 이유 자체가 없어질 것은 아니라고 생각합니다. <p/>성당 기사단은 변화했던 시대에 맞은<br/>성당 기사단만이 가능한 역할을 벌써 충분히 가리켜 주고 있습니다. |궁 츠토무 서장이라고 하는 지위에 있기 (위해)때문에<br/>개인적인 부분의 언급은 자제하지 않을 수 없습니다. <br/>사견이 법황청의 공식적인 입장으로서<br/>오해 받을 가능성도 있으니까요. |취미로 승마를 즐기고 있습니다. <br/>승마력은 꽤 깁니다만<br/>전문가의 수준은 아니고 한가한 때에 즐기는 정도입니다. <p/>최근에는 키스씨의 소개로<br/>승마 교습을 받게 된 것입니다만<br/>체계적으로 기술을 배울 수 있으므로 만족합니다. |라이미라크의 성스러운 불씨를 다 써버리지 않게<br/>보존하는 것도 법황청의 사제들이 맡고 있을<br/>책임의 하나입니다. <p/>법황청이 지어진 이래 불씨는 한번도 사라졌던 적이 없습니다. <br/>사제들의 세심의 관리가 있었기 때문에 이룰 수 연과인 것이지요.
tara.corentin.37	정확히 기원의 시간이 되었어요. <br/>이야기는 이 근처에 중단합시다.
tara.corentin.38	궁 츠토무 서장이라고 하는 지위에 있기 (위해)때문에<br/>개인적인 부분의 언급은 자제하지 않을 수 없습니다. <p/>그 이상 말하는 일은 없습니다.
tara.corentin.39	법황궁 츠토무 서장이라고 하는 직위는 귀에 익지 않을까 생각합니다. <br/>라이미라크 법황을 보좌하는 시종의 역할이라고 하면<br/>이해하기 쉬울지도 모르네요. <p/>궁 츠토무 서장으로서 법황청의 전반적인 재무 행정이나 수도회를 관리하고 있어<br/>비공식입니다만 법황청직속의 성당 기사단의 전권이 위임되고 있습니다. |물론 오늘의 정세를 모이트라 전쟁 시대와 비교하는 것에는 무리가 있습니다. <br/>그림자의 세계의 위협이 존재한다고는 해도<br/>지금은 전시 상황이 아니기 때문에. <p/>그러나 그렇다고 해서 성당 기사단의<br/>존재 이유 자체가 없어질 것은 아니라고 생각합니다. <p/>성당 기사단은 변화했던 시대에 맞은<br/>성당 기사단만이 가능한 역할을 벌써 충분히 가리켜 주고 있습니다. |궁 츠토무 서장이라고 하는 지위에 있기 (위해)때문에<br/>개인적인 부분의 언급은 자제하지 않을 수 없습니다. <br/>사견이 법황청의 공식적인 입장으로서<br/>오해 받을 가능성도 있으니까요. |취미로 승마를 즐기고 있습니다. <br/>승마력은 꽤 깁니다만<br/>전문가의 수준은 아니고 한가한 때에 즐기는 정도입니다. <p/>최근에는 키스씨의 소개로<br/>승마 교습을 받게 된 것입니다만<br/>체계적으로 기술을 배울 수 있으므로 만족합니다. |라이미라크의 성스러운 불씨를 다 써버리지 않게<br/>보존하는 것도 법황청의 사제들이 맡고 있을<br/>책임의 하나입니다. <p/>법황청이 지어진 이래 불씨는 한번도 사라졌던 적이 없습니다. <br/>사제들의 세심의 관리가 있었기 때문에 이룰 수 연과인 것이지요.
tara.corentin.40	법황궁 츠토무 서장이라고 하는 직위는 귀에 익지 않을까 생각합니다. <br/>라이미라크 법황을 보좌하는 시종의 역할이라고 하면<br/>이해하기 쉬울지도 모르네요. <p/>궁 츠토무 서장으로서 법황청의 전반적인 재무 행정이나 수도회를 관리하고 있어<br/>비공식입니다만 법황청직속의 성당 기사단의 전권이 위임되고 있습니다. |물론 오늘의 정세를 모이트라 전쟁 시대와 비교하는 것에는 무리가 있습니다. <br/>그림자의 세계의 위협이 존재한다고는 해도<br/>지금은 전시 상황이 아니기 때문에. <p/>그러나 그렇다고 해서 성당 기사단의<br/>존재 이유 자체가 없어질 것은 아니라고 생각합니다. <p/>성당 기사단은 변화했던 시대에 맞은<br/>성당 기사단만이 가능한 역할을 벌써 충분히 가리켜 주고 있습니다. |궁 츠토무 서장이라고 하는 지위에 있기 (위해)때문에<br/>개인적인 부분의 언급은 자제하지 않을 수 없습니다. <br/>사견이 법황청의 공식적인 입장으로서<br/>오해 받을 가능성도 있으니까요. |취미로 승마를 즐기고 있습니다. <br/>승마력은 꽤 깁니다만<br/>전문가의 수준은 아니고 한가한 때에 즐기는 정도입니다. <p/>최근에는 키스씨의 소개로<br/>승마 교습을 받게 된 것입니다만<br/>체계적으로 기술을 배울 수 있으므로 만족합니다. |라이미라크의 성스러운 불씨를 다 써버리지 않게<br/>보존하는 것도 법황청의 사제들이 맡고 있을<br/>책임의 하나입니다. <p/>법황청이 지어진 이래 불씨는 한번도 사라졌던 적이 없습니다. <br/>사제들의 세심의 관리가 있었기 때문에 이룰 수 연과인 것이지요.
tara.corentin.41	라이미라크교의 보수화를 지적하는 소리가<br/>교단의 밖으로부터 전해지고 있다고 하는 사실은 잘 생각하고 있습니다. <br/>특히 연금 술사 진영에서 이러한 비판이 눈에 띕니다. <p/>그러나 어느 시대도 종교는 보수적이었습니다. <br/>이것은 종교라는 것이 기본적으로 가지고 있는<br/>원래의 한계라도 있겠지요. |최근 일부에서 일어나고 있는 엘프, 자이언트 따위 이종족배척의 문제에 관해서는<br/>교단과는 조금 다른 견해를 가지고 있습니다. <p/>우선, 그들을 편견 없게 우리의 형제라고 인정하는 것이<br/>라이미라크교의 세력 확대의 기회가 된다고 하는 생각입니다. <p/>현실적인 이유가 아니어도<br/>편견이 없는 평등한 사랑의 정신이야말로<br/>사랑의 신라이미라크에 충실한 모습은 아닐까요? |종교인으로서 펜 카스트를 존경하고 있습니다. <br/>그러나 그가 지금까지 가리켜 준 대외적인 정치 활동의<br/>역할에는 한계가 있다고 생각합니다. <p/>최근 심각하게 된 법황청과 에이리후 왕정의 마찰 문제도<br/>어느 정도는 그에게 책임이 있다고 말할 수 있고. |기부금은 주위가 곤란해 하고 있는 사람들에게 전할 수 있는<br/>라이미라크의 사랑을 실천하는데<br/>큰 역할을 완수하고 있습니다. <p/>기부금의 일부가 성당 기사단의 운영에<br/>사용되고 있는 것은 사실입니다. <br/>이것에 대한 비난의 소리도 생각하고 있습니다. <br/>그러나 그 금액은 기부금의 총액에 대해서<br/>그저 미미한 수준에 지나지 않습니다. |우리는 누구라도 라이미라크의 큰 사랑전에<br/>고해 해<br/>허가를 청할 수가 있습니다. <p/>그러나 허가를 바라기 전에<br/>스스로 죄를 후회 반성하는 모습이<br/>없으면 안됩니다.
tara.corentin.42	라이미라크교의 보수화를 지적하는 소리가<br/>교단의 밖으로부터 전해지고 있다고 하는 사실은 잘 생각하고 있습니다. <br/>특히 연금 술사 진영에서 이러한 비판이 눈에 띕니다. <p/>그러나 어느 시대도 종교는 보수적이었습니다. <br/>이것은 종교라는 것이 기본적으로 가지고 있는<br/>원래의 한계라도 있겠지요. |최근 일부에서 일어나고 있는 엘프, 자이언트 따위 이종족배척의 문제에 관해서는<br/>교단과는 조금 다른 견해를 가지고 있습니다. <p/>우선, 그들을 편견 없게 우리의 형제라고 인정하는 것이<br/>라이미라크교의 세력 확대의 기회가 된다고 하는 생각입니다. <p/>현실적인 이유가 아니어도<br/>편견이 없는 평등한 사랑의 정신이야말로<br/>사랑의 신라이미라크에 충실한 모습은 아닐까요? |종교인으로서 펜 카스트를 존경하고 있습니다. <br/>그러나 그가 지금까지 가리켜 준 대외적인 정치 활동의<br/>역할에는 한계가 있다고 생각합니다. <p/>최근 심각하게 된 법황청과 에이리후 왕정의 마찰 문제도<br/>어느 정도는 그에게 책임이 있다고 말할 수 있고. |기부금은 주위가 곤란해 하고 있는 사람들에게 전할 수 있는<br/>라이미라크의 사랑을 실천하는데<br/>큰 역할을 완수하고 있습니다. <p/>기부금의 일부가 성당 기사단의 운영에<br/>사용되고 있는 것은 사실입니다. <br/>이것에 대한 비난의 소리도 생각하고 있습니다. <br/>그러나 그 금액은 기부금의 총액에 대해서<br/>그저 미미한 수준에 지나지 않습니다. |우리는 누구라도 라이미라크의 큰 사랑전에<br/>고해 해<br/>허가를 청할 수가 있습니다. <p/>그러나 허가를 바라기 전에<br/>스스로 죄를 후회 반성하는 모습이<br/>없으면 안됩니다.
tara.corentin.43	라이미라크교의 보수화를 지적하는 소리가<br/>교단의 밖으로부터 전해지고 있다고 하는 사실은 잘 생각하고 있습니다. <br/>특히 연금 술사 진영에서 이러한 비판이 눈에 띕니다. <p/>그러나 어느 시대도 종교는 보수적이었습니다. <br/>이것은 종교라는 것이 기본적으로 가지고 있는<br/>원래의 한계라도 있겠지요. |최근 일부에서 일어나고 있는 엘프, 자이언트 따위 이종족배척의 문제에 관해서는<br/>교단과는 조금 다른 견해를 가지고 있습니다. <p/>우선, 그들을 편견 없게 우리의 형제라고 인정하는 것이<br/>라이미라크교의 세력 확대의 기회가 된다고 하는 생각입니다. <p/>현실적인 이유가 아니어도<br/>편견이 없는 평등한 사랑의 정신이야말로<br/>사랑의 신라이미라크에 충실한 모습은 아닐까요? |종교인으로서 펜 카스트를 존경하고 있습니다. <br/>그러나 그가 지금까지 가리켜 준 대외적인 정치 활동의<br/>역할에는 한계가 있다고 생각합니다. <p/>최근 심각하게 된 법황청과 에이리후 왕정의 마찰 문제도<br/>어느 정도는 그에게 책임이 있다고 말할 수 있고. |기부금은 주위가 곤란해 하고 있는 사람들에게 전할 수 있는<br/>라이미라크의 사랑을 실천하는데<br/>큰 역할을 완수하고 있습니다. <p/>기부금의 일부가 성당 기사단의 운영에<br/>사용되고 있는 것은 사실입니다. <br/>이것에 대한 비난의 소리도 생각하고 있습니다. <br/>그러나 그 금액은 기부금의 총액에 대해서<br/>그저 미미한 수준에 지나지 않습니다. |우리는 누구라도 라이미라크의 큰 사랑전에<br/>고해 해<br/>허가를 청할 수가 있습니다. <p/>그러나 허가를 바라기 전에<br/>스스로 죄를 후회 반성하는 모습이<br/>없으면 안됩니다.
tara.corentin.44	여기는 속삭이는 말 따위는 조심해<br/>조용하게 기원을 바치는 장소입니다. <br/>정숙하게 부탁 드리겠습니다.
tara.corentin.45	라이미라크교의 보수화를 지적하는 소리가<br/>교단의 밖으로부터 전해지고 있다고 하는 사실은 잘 생각하고 있습니다. <br/>특히 연금 술사 진영에서 이러한 비판이 눈에 띕니다. <p/>그러나 어느 시대도 종교는 보수적이었습니다. <br/>이것은 종교라는 것이 기본적으로 가지고 있는<br/>원래의 한계라도 있겠지요. |최근 일부에서 일어나고 있는 엘프, 자이언트 따위 이종족배척의 문제에 관해서는<br/>교단과는 조금 다른 견해를 가지고 있습니다. <p/>우선, 그들을 편견 없게 우리의 형제라고 인정하는 것이<br/>라이미라크교의 세력 확대의 기회가 된다고 하는 생각입니다. <p/>현실적인 이유가 아니어도<br/>편견이 없는 평등한 사랑의 정신이야말로<br/>사랑의 신라이미라크에 충실한 모습은 아닐까요? |종교인으로서 펜 카스트를 존경하고 있습니다. <br/>그러나 그가 지금까지 가리켜 준 대외적인 정치 활동의<br/>역할에는 한계가 있다고 생각합니다. <p/>최근 심각하게 된 법황청과 에이리후 왕정의 마찰 문제도<br/>어느 정도는 그에게 책임이 있다고 말할 수 있고. |기부금은 주위가 곤란해 하고 있는 사람들에게 전할 수 있는<br/>라이미라크의 사랑을 실천하는데<br/>큰 역할을 완수하고 있습니다. <p/>기부금의 일부가 성당 기사단의 운영에<br/>사용되고 있는 것은 사실입니다. <br/>이것에 대한 비난의 소리도 생각하고 있습니다. <br/>그러나 그 금액은 기부금의 총액에 대해서<br/>그저 미미한 수준에 지나지 않습니다. |우리는 누구라도 라이미라크의 큰 사랑전에<br/>고해 해<br/>허가를 청할 수가 있습니다. <p/>그러나 허가를 바라기 전에<br/>스스로 죄를 후회 반성하는 모습이<br/>없으면 안됩니다.
