tirchonaill.dilys.1	디리스가 로그인했습니다.
variable.caravanjoe.12	<npcportrait name='NONE'/><title name='캐러반─조'/>무엇이 궁금하신가요? <button title='대화 끝내기' keyword='@end'/><button title='캐러반─조 당신에 대해' keyword='@reply1'/><button title='아이겐포스트 의상' keyword='@reply2'/>
variable.caravanjoe.13	<npcportrait name='NONE'/><title name='캐러반─조'/>하하하!!! <br/>저로 말씀드리자면, 에린 구석구석 안가본 곳이 없고,<br/>못먹어본 음식이 없고, 못구하는 물건이 없는, <br/>물류유통계의 살아있는 전설이라고 불리는 캐러반─조입니다! <p/><npcportrait name='NONE'/><title name='캐러반─조'/>저를 잘 아는 사람들은,<br/>'산들바람의 조', '푸른 갈매기 조'등으로 불러주기도 합니다만... 훗. <br/>
variable.caravanjoe.14	<npcportrait name='NONE'/><title name='캐러반─조'/>아이겐포스트 의상에 대해서 궁금하십니까? <br/>뭐 말로 백번 설명해봐야, [거래를 한다] 버튼을 한번 지긋이 눌러보시는게 좋습니다만. <br/>이 아이겐포스트 의상으로 말씀드리면, 구김없고 색깔 좋은 걸로 유명하지 않겠습니까? <br/>게다가, 이건 아무데서나 구할 수 있는 것도 아니라구요. <p/><npcportrait name='NONE'/><title name='캐러반─조'/>7월 20일까지만 한정판매! <br/>아시겠습니까? 한! 정! 판! 매! <br/>그 이후로는 팔지않는 옷이다~이 말씀이죠. <p/><npcportrait name='NONE'/><title name='캐러반─조'/>뭐 나중에가서, '아, 그때 한벌 장만해둘껄 왜 내가 돈 몇푼 아끼려는 생각에 캐러반─조님을 그냥 보냈을까... '<br/>하고!!! 땅을 치고 울며불며 후회해보셔야, <br/>저는 이미 이멘마하를 지나 산넘고 물건너 저를 부르는 다른 고객분들의 꿈을 위해<br/>바람과 함께 사라진지 이미 오~래라는 것입죠.
variable.caravanjoe.15	<npcportrait name='NONE'/><title name='NONE'/>캐러반─조와의 이야기를 마쳤다.
variable.caravanjoe.16	오! 감사합니다! |하하하, 친절한 분이시군요~
variable.caravanjoe.17	오! 감사합니다! |하하하, 친절한 분이시군요~
variable.caravanjoe.18	오! 감사합니다! |하하하, 친절한 분이시군요~
variable.caravanjoe.19	오! 감사합니다! |하하하, 친절한 분이시군요~
variable.caravanjoe.20	<npcportrait name='NONE'/><title name='캐러반─조'/>
variable.caravanjoe.21	<npcportrait name='NONE'/><title name='캐러반─조'/>아니 이보시오, 남의 캐러반에 물건을 함부로 올려놓다니 뭐하는 짓입니까!! <br/>뭐 이왕 올려놓은 것이니 다시 돌려줄 생각은 없습니다만... 흠흠.
variable.caravanjoe.22	[0]공작
variable.caravanjoe.23	[0]퀘스트 1
variable.caravanjoe.24	[1]퀘스트 2
variable.caravanjoe.25	현재 이 채널의 목인대전 챔피언은 {0}연승에 빛나는 {1}!! |{1}의 {0}연승 최고 기록을 꺾을 자는 없습니까! |{1}씨가 {0}연승으로 현재 이 채널의 목인대전 챔피언입니다! |새해 복 많이 받으십시오~! |목인Z 2004 조립식 키트 절찬리 판매중! |여기 캐러반─조가 던바튼에 드디어 나타났습니다, 크하하하!!!
variable.caravanjoe.26	새해 복 많이 받으십시오~! |목인Z 2004 조립식 키트 절찬리 판매중! |여기 캐러반─조가 티르코네일에 드디어 나타났습니다, 크하하하!!!
variable.caravanjoe.27	라데카에 오신 것을 환영합니다! |즐거운 추석입니다~! |에린 최고의, 아니 이제 우주 최고의 상인 캐러반 조가 여기 있습니다! |아니, 근데 이사람들 어떻게 숨을 쉬고 있는거지? |언제까지고 여기 있는게 아니라구요오오~.
variable.caravanjoe.28	[0]공작
variable.caravanjoe.29	[0]아이겐포스트
variable.caravanjoe.30	[0]퀘스트 1
variable.caravanjoe.31	[1]퀘스트 2
variable.caravanjoe.32	즐거운 설 연휴 되십시오! <br/>
variable.caravanjoe.33	<npcportrait name='NONE'/><title name='캐러반─조'/>캐러반─조의 상점에 잘 오셨습니다~<br/>이번에는, 목인Z 2004년형 조립식 키트가 특별! 기획 상품입죠~<br/>
variable.caravanjoe.34	<npcportrait name='NONE'/><title name='캐러반─조'/>캐러반─조의 상점에 잘 오셨습니다~<br/>이번 7월의 상품은, 아이겐포스트의 최신 의상입니다~<br/>
variable.caravanjoe.35	<npcportrait name='NONE'/><title name='캐러반─조'/>핫핫핫~오늘은 물건을 팔러 온 것은 아닙니다. <br/>그보다, 머리띠에 관심이 있으시다면, 여기 이 퀘스트들을 한번 살펴보시죠.
variable.caravanjoe.36	<npcportrait name='NONE'/><title name='캐러반─조'/>어라? <br/>
variable.caravanjoe.37	무엇이 궁금하신가요? <button title='대화 끝내기' keyword='@end'/><button title='캐러반─조 당신에 대해' keyword='@reply1'/><button title='목인에 대해' keyword='@reply2'/>
variable.caravanjoe.38	<npcportrait name='NONE'/><title name='캐러반─조'/>하하하!!! <br/>저로 말씀드리자면, 에린 구석구석 안가본 곳이 없고,<br/>못먹어본 음식이 없고, 못구하는 물건이 없는, <br/>물류유통계의 살아있는 전설이라고 불리는 캐러반─조입니다! <p/><npcportrait name='NONE'/><title name='캐러반─조'/>저를 잘 아는 사람들은,<br/>'산들바람의 조', '푸른 갈매기 조'등으로 불러주기도 합니다만... 훗. <br/>
variable.caravanjoe.39	이 목인Z의 사용법에 대해 궁금하십니까? <br/>확실한 A/S가 오늘날의 캐러반─조를 있게한 것, 좋습니다! <p/>먼저, 목인에게 명령을 내리는 법에 대해 알려드리죠. <br/>쉽습니다. 그냥 말만 하시면 됩니다. <br/>'앉아'하면 앉고, '일어나'하면 일어나고... <br/>크흐~정말로 놀랍지 않습니까? 보통 이정돕니다~<p/>근데 꼭 이런 분들이 있어요, <br/>'내가 뭐 애들도 아니고, 이거 슬쩍슬쩍 움직이는거 보고 좋아할 나이야? '<br/>이렇게 오해하시면 섭섭합니다. <p/>길을 가다가, 다른 나무인형을 봤다, 그때 딱! 하고 가서 말을 거시는 겁니다. <br/>'저, 저랑 파티 맺으시겠어요? '<br/>이게 뭐냐? 바로 목인 결투 신청이거든요. <br/>그쪽에서 승락해서 둘이 파티를 맺는 순간, 두 목인이 결투를 하는 거죠. <p/>어라? 근데 내 나무인형이 밀리네? 이거 쌩돈 날리게 생겼네? <br/>그럴 때는, 절대 놀라지 마시고 침착하게, 힐링을 해주시던가 하면서 도와주시고,<br/>이 녀석이 영~약하다싶으면, 가지고 계신 무기 몇 점을 저~기 서점의 아이라한테 선물주듯이<br/>살포시 건네주면, 캬하~바로 장착하는거죠. 놀랍지 않습니까? <p/>아, 근데 한번 준 아이템은 다시 돌려받지 못하니까 주의하세요. <br/>그리고, 이 녀석이 이렇게 똑똑하지만, 주인이 자기를 놔두고 다른 지역으로 가버리거나 하면<br/>주인을 잊을 수 있으니까 그 점도 주의하시구요. <br/>무엇보다, 이 녀석의 수명은 에린의 시간으로 이틀에 불과하답니다. <p/>자, 그럼 궁금증이 많이 풀리셨나요?
variable.caravanjoe.40	무엇이 궁금하신가요? <br/>그런데, 숨은 쉴 수 있으십니까? <button title='대화 끝내기' keyword='@end'/><button title='캐러반─조 당신에 대해' keyword='@reply1'/><button title='토끼, 혹은 쥐에 대해' keyword='@reply2'/>
variable.caravanjoe.41	<npcportrait name='NONE'/><title name='캐러반─조'/>하하하!!! <br/>저로 말씀드리자면, 에린 구석구석 안가본 곳이 없고,<br/>못먹어본 음식이 없고, 못구하는 물건이 없는, <br/>물류유통계의 살아있는 전설이라고 불리는 캐러반─조입니다! <p/><npcportrait name='NONE'/><title name='캐러반─조'/>저를 잘 아는 사람들은,<br/>'산들바람의 조', '푸른 갈매기 조'등으로 불러주기도 합니다만... 훗. <br/>뭐 이제는 스페이스 캐러반 조라고 불러주셔도 됩니다. <p/>그런데... 정말 숨 쉴 수 있으세요?
variable.caravanjoe.42	<npcportrait name='NONE'/><title name='캐러반─조'/>이 곳 라데카에서만 존재한다는 신비의 쥐들을 아십니까? <br/>이 라데카의 쥐들은 토끼의 귀를 가지고 있다더군요. <br/>아니, 쥐가 토끼의 귀를 가지고 있다는게 가당키나 한 소리입니까? <br/>온갖 진귀한 것들을 많이 봐온 저로서도, 이것 만큼은 믿을 수 없었습니다. <p/><npcportrait name='NONE'/><title name='캐러반─조'/>허나, 우주는 역시 광대했습니다. <br/>진짜입니다! 저도 처음에는 믿지 않았습니다. <br/>하지만, 여기서 제 두 눈으로 똑똑히 확인하고야 말았죠. <br/>저기 저쪽으로 한번 가보시죠. 분명히 발견하실 수 있을 겁니다. 토끼 귀를 가진 쥐들을요. <p/><npcportrait name='NONE'/><title name='캐러반─조'/>아 그리고, 혹시 토끼 머리띠를 손에 넣게 되거든<br/>제가 팔고 있는 스크롤들을 한 번 살펴보시는 것도 좋을겁니다. <br/>핫핫핫~<p/>...... <p/>그런데... 정말 숨 쉴 수 있어요? <br/>나도 벗어버릴까 이거... <br/>
variable.caravanjoe.43	(회화를 할 수 없다.)
variable.caravanjoe.44	(말이 통하지 않는 것 같다.)
variable.caravanjoe.45	[0]의상
variable.caravanjoe.46	에린 최고의 상인 캐러반 조가 여기 있습니다! |언제까지고 여기 있는게 아니라구요오오~. |거기 마음씨 좋은 착한 손님, 제 물건 좀 보고 가십시오! |마음이 따듯한 분들, 어서 오십시오! |저 캐러반 조가 여러분들의 사랑을 모으기 위해 던바튼에 다시 왔습니다!
variable.caravanjoe.47	[0]의상
variable.caravanjoe.48	<npcportrait name='NONE'/><title name='캐러반─조'/>수해를 입은 분들께 따듯한 사랑과 희망을 전하고 싶으십니까? <br/>희망의 로브를 모두 입어서 그 뜻을 나타내 보시는 건 어떨까요?
variable.caravanjoe.49	무엇이 궁금하신가요? <button title='대화 끝내기' keyword='@end'/><button title='캐러반─조 당신에 대해' keyword='@reply1'/><button title='수해에 대해' keyword='@reply2'/>
variable.caravanjoe.50	<npcportrait name='NONE'/><title name='캐러반─조'/>하하하!!! <br/>저로 말씀드리자면, 에린 구석구석 안가본 곳이 없고,<br/>못먹어본 음식이 없고, 못구하는 물건이 없는, <br/>물류유통계의 살아있는 전설이라고 불리는 캐러반─조입니다! <p/><npcportrait name='NONE'/><title name='캐러반─조'/>저를 잘 아는 사람들은,<br/>'산들바람의 조', '푸른 갈매기 조'등으로 불러주기도 합니다만... 훗.
variable.caravanjoe.51	<npcportrait name='NONE'/><title name='캐러반─조'/>대자연의 힘을 인간이 어찌 이겨낼 수 있겠습니까! <br/>갑자기 쏟아진 폭탄같은 비에<br/>삶의 터전을 잃고, 소중한 사람과 사별해야만 했던<br/>그런 분들이 계십니다. <p/><npcportrait name='NONE'/><title name='캐러반─조'/>그런 분들을 위한 사랑과 희망의 마음을 표현하는 것. <br/>비록 몸은 그분들과 멀리 떨어져 이 에린에 와 있는 우리지만,<br/>마땅히 해야 할 도리가 아닐까요? <p/><npcportrait name='NONE'/><title name='캐러반─조'/>그런 마음을 표현하는 방법으로,<br/>희망을 상징하는 표시가 있는 로브를 모두가 입는 건 어떨까 해서,<br/>저렴한 가격에 준비해 보았습니다! <br/>관심이 있으시다면 제 상점을 한번 봐 주십시오!
variable.caravanjoe.52	야! 나의 이름은 우주 최고의 상인, 캐러밴! 죠! |자! 빨리 하지 않으면 가 버린다! |야! 에린이 자랑하는 상인의 모두! 내가 새로운 거래처를 가르쳐 주자!
variable.caravanjoe.53	<npcportrait name='NONE'/><title name='캐러밴·죠'/>야 모두! <br/>특별한 때만 나타나는 남자! <br/>캐러밴! 죠! 방문! <button title='회화' keyword='@talk'/>
variable.caravanjoe.54	자! 알고 싶은 것은 뭐야? <button title='종료' keyword='@end'/><button title='캐러밴·죠에 대해' keyword='@reply1'/><button title='인터 파크에 도착해' keyword='@reply2'/>
variable.caravanjoe.55	<npcportrait name='NONE'/><title name='캐러밴·죠'/>하하하!! <p/>나는 에린 모두,<br/>아니! <br/>우주 모든 것을 돌어다나며 활약하는,<br/>전세계의 장사의 정점으로 서는 남자! 캐러밴! 죠! <p/><npcportrait name='NONE'/><title name='캐러밴·죠'/>모두는 나의 일을<br/>「선풍의 죠」, 「푸른 갈매기의 죠」, 「스페이스 죠」라고 부른다! <br/>잘 부탁드립니다!
variable.caravanjoe.56	<npcportrait name='NONE'/><title name='캐러밴·죠'/>인터 파크! 그것은 이세계에 존재하는 거대 상점! <br/>에린 최고의 상인인, 이 캐러밴! 죠! 만이 거래 가능한 것이다! <p/>그곳에서는 많은 사람이 여러가지 것을 매매하고 있다. <br/>이 캐러밴! 죠! (와)과 같이 에린과 저쪽의 세계를 왕복은 할 수 없지만,<br/>상당한 나이스 숍이었으므로 제휴하기로 한 거야! <br/>알았는지?
variable.caravanjoe6thanniversary.1	저는 Cann Fanache입니다. 열거 된 지 6 주년을 축하드립니다! 그럼 하하하! ! !
variable.caravanjoe6thanniversary.2	캐러반-조가 추수감사절을 축하드립니다, 크하하하!!!
variable.caravanjoe6thanniversary.3	(통신 할 수없는 것 같습니다)
variable.caravanjoe6thanniversary.4	6 주년 기념! 개막 일은 어제와 같았지만 6 년이 흘렀다.
variable.caravanjoe6thanniversary.5	수년 동안 로키를 사랑하고 사랑해 주신 모든 분들께 감사 드리며 특별한 이벤트를 준비했습니다. 이 활동은 8시에 시작된 일반적인 동원입니다!
variable.caravanjoe6thanniversary.6	그것이 아침이나 오후 이건 상관없이, 아이 린 8 시까지는 활동을 시작합니다. 행사에 참가하여 성공한 사람들은 6 주년 기념 티켓을 받게됩니다!
variable.caravanjoe6thanniversary.7	관대 한 상품을 얻으려면 6 주년 기념 티켓을 사용해야합니다. 모든 사람의 행운을 볼 수있는 선물을 얻을 수없는 것처럼.
variable.caravanjoe6thanniversary.8	그래서 모두 즐겁게 지내시고, 8시에 개최 된 행사의 모든 지점에 참석하는 것을 잊지 마십시오. 또한 Woola 본토에서만 모든 사람들에게 상기 시키려면 이벤트 정보를 확인하십시오!
