emainmacha.subnpc.cecil.1	세실 데뷔.
g3.289	어디서 그런 일을 들었다? <br/>아무튼, 그다지 인간은 관련되지 않는 것이 좋다고 생각하지만<br/>너의 일이라면 걱정없는가.
g3.290	만일의 일을 생각해, 통행증을 몇매인가 만들었습니다. <br/><username/>씨…. <br/>반드시 리아파르를 지워 없애 주세요.
g3.291	미안합니다, 짐을 정리해<br/>한번 더 말을 걸어 주세요.
g3.292	만약, 이 통행증이 필요하게 되면<br/>또 말을 걸어 주세요.
g3.293	너…, 정말로 각오 있을까? <p/>……. <p/>모크… 너에게 걸어 본다. <br/>그러니까 통행증 준다.
g3.294	너, 짐 가득. <br/>모크, 통행증 줄 수 없다.
g3.295	통행증이 필요하면, 모크의 곳 진하다. <br/>너라면, 모크, 통행증 준다.
g3.296	크로우크루아후의 일이라면, 드래곤 유적에 있는 사람이 자세한 것 같습니다. <br/>그 사람에게 묻는 것이 좋을지도 모르네요. <p/>그렇게 말하면…. <br/>이멘마하의 아이딘씨와 만나뵙게 되었습니까? <p/><image name='G3_ch06_guide_aodhan'/>실은, 당신의 일을 찾았으면 좋겠다고<br/>아이딘씨에게 부탁받고 있습니다. <br/>그리고, 반드시 자신의 곳에 오도록. 전했으면 좋겠다고 말해졌습니다. <p/><username/>씨. <br/>만약, 당신의 일을 지켜보고 있는 사람이 있다고 하면…. <p/>…. <p/>아니요 아무것도 아닙니다. <br/>지금은 불필요한 일을 말하고 있는 경우가 아닙니다. <p/>어쨌든, 아이딘씨와 만나뵙게 되어 주세요. <br/>잊지 말아 주세요.
g3.297	크로우크루아후에 대해 자세한 사람이, 드래곤 유적에 있는 것 같습니다. <br/>그 사람에게 묻는 것이 좋을지도 모르네요. <p/><image name='G3_ch06_guide_seumas'/>확실히 이름은… 세이머스씨입니다. <br/>드래곤 유적에 가면 반드시 만나뵐 수가 있다고 생각합니다.
g3.298	크로우크루아후의 일이라면, 드래곤 유적에 있는 사람이 자세한 것 같습니다. <br/>그 사람에게 묻는 것이 좋을지도 모르네요. <p/>그렇게 말하면…. <br/>던바튼의 에바씨와 만나뵙게 되었습니까? <p/><image name='G3_ch06_guide_eavan'/>실은, 당신의 일을 찾았으면 좋겠다고<br/>에바씨에게 부탁받고 있습니다. <br/>그리고, 반드시 자신의 곳에 오도록. 전했으면 좋겠다고 말해졌습니다. <p/>그…<username/>씨. <br/>만약, 당신의 일을 지켜보고 있는 사람이 있다고 하면…. <p/>…. <p/>아니요 아무것도 아닙니다. <br/>지금은 불필요한 일을 말하고 있는 경우가 아닙니다. <p/>어쨌든, 에바씨와 만나뵙게 되어 주세요. <br/>잊지 말아 주세요.
g3.299	크로우크루아후에 대해 자세한 사람이, 드래곤 유적에 있는 것 같습니다. <br/>그 사람에게 묻는 것이 좋을지도 모르네요. <p/><image name='G3_ch06_guide_seumas'/>확실히 이름은… 세이머스씨였다고 생각합니다. <br/>드래곤 유적에 가면 반드시 만나뵐 수가 있습니다.
g3.300	개, 이것은…. <br/>타르라크… 타르라크의 책…. <p/><title name='NONE'/>(크리스텔에 타르라크가 준 책을 건네주었다)<p/>…<username/>씨…. <br/>이 책을 주셨으면 합니다만, 좋을까요….
g3.301	하… 하… 크로우크루아후… 하… 하…. <br/>이번은… 하… 하…. <br/>이 석상에 대해 들으러 왔는지… 하… 하…. <p/>하… 하… 무엇으로부터 이야기하면 좋은 것인가… 하… 하…. <br/>우선… 하… 하… 약간 쉬게 해 줘… 하… 하…. <p/>하… 하…. <br/>하…. <p/><image name='G3_ch13_dread_dragon'/>… 이 드래곤의 석상은<br/>인간이 드래곤을 시중들고 있었을 무렵에 만들어진 것이다. <p/>크로우크루아후로 불리고 있던 이 드래곤은<br/>가끔 나타나서는, 인간의 마을을 파괴하거나 하고 있었다. <p/>거기서 인간들은, 이 석상을 서라<br/>드래곤을 달래기로 한 것 같다. <p/>기록에 의하면, 드래곤을 불러일으키는 방법은 둘 있다. <br/>하나는, 석상으로부터 자고 있는 드래곤을 불러일으키는 방법으로<br/>또 하나는, 드래곤과 계약을 맺을 때에, 어느 것을 바치는 것 같다. <p/>그렇지만, 여기에 있는 유적을 조사한 결과<br/>석상으로부터 드래곤을 불러일으키는 방법은<br/>현실적이지 않는 것이 밝혀져 있다. <p/>또 하나의 방법은, 드래곤과의 계약에 필요한 것이<br/>무엇인 것인가 모르기 때문에, 뭐라고도 말할 수 없겠지만…. <p/><username/>…. <br/>설마… 드래곤을 불러일으키려고 하고 있는 것이 아니겠지?
g3.302	크로우크루아후는, 드래곤의 모습을 한<br/>파괴신의 이름이다. <p/><image name='G3_ch06_guide_seumas'/>사나이 리플렉스 카메라의 드래곤 유적에는<br/>크로우크루아후에 대해 자세한 사람이 있다. <br/>확실히 이름은… 세이머스. <br/>그 사람이라면 뭔가 알고 있을지도 모른다. <p/><face name='sad'/><username/>…. <br/>뭔가라고도 나쁜 예감이 한다. <br/>부디 조심하는 것이야.
g3.303	크리스텔 사제로부터 이야기를 들은 것이다. <br/>라면 이야기는 빠른, 서둘러 세이머스씨를 만나러 간다. <p/><image name='G3_ch06_guide_seumas'/>그라면 크로우크루아후에 대해<br/>자세하게 알고 있을 것.
g3.304	크로우크루아후는, 드래곤의 모습을 한<br/>파괴신의 이름이다. <p/><image name='G3_ch06_guide_seumas'/>사나이 리플렉스 카메라의 드래곤 유적에는<br/>크로우크루아후에 대해 자세한 사람이 있다. <br/>확실히 이름은… 세이머스. <br/>그 사람이라면 뭔가 알고 있을지도 모른다.
g3.305	<face name='surprise'/>크로우크루아후…. <br/>그것은, 드래곤의 모습을 한 파괴신…. <p/><face name='normal2'/><image name='G3_ch06_guide_seumas'/><username/>씨, 사나이 리플렉스 카메라에 있는 드래곤 유적에는<br/>크로우크루아후에 대해 자세한 것이 있습니다. <p/>그 사람의 이름은 확실히, 세이머스씨입니다. <br/>세이머스씨라면, 뭔가 가르쳐 줄지도 모릅니다. <p/><face name='sad'/><username/>씨…. <br/>무엇인가… 매우 싫은 예감이 합니다. <br/>그다지 무리하지 말아 주세요.
g3.306	<face name='normal2'/>크리스텔 사제로부터 이야기를 들은 것이군요. <br/>그렇다면, 나부터 이야기 하는 일은 아무것도 없습니다. <br/>빨리 세이머스씨와 만나뵙게 되어 주세요…. <p/><face name='normal2'/><image name='G3_ch06_guide_seumas'/>세이머스씨라면, 크로우크루아후에 대해<br/>자세하게 가르쳐 준다고 생각합니다.
g3.307	<face name='normal2'/>크로우크루아후…. <br/>그것은, 드래곤의 모습을 한 파괴신…. <p/><face name='normal2'/><image name='G3_ch06_guide_seumas'/>사나이 리플렉스 카메라의 드래곤 유적에는<br/>크로우크루아후에 대해 자세한 것이 있습니다. <p/>이름은 확실히, 세이머스…. <br/>세이머스씨라면 뭔가 가르쳐 줄지도 모릅니다.
g3.308	<username/>씨의 이야기가 사실이라면<br/>치료자의 집은 부자가 되네요. <p/><username/>씨의 이야기는 재미있지만<br/>이 다음은, 좀 더 신빙성이 있는 이야기를 해 주세요.
g3.309	크로우크루아후는, 파괴의 마신,<br/>죽음의 드래곤의 일이다. <p/>…. <p/>옛날, 모이트라 히라노로 일어난 전쟁에서는<br/>녀석이 여신 모리안을 돌로 바꾼 것이다. <p/>아마 마족의 무리는<br/>녀석을 상기시킬 생각일 것이다. <p/><username/>. <br/>어떤 일이 있어도<br/>그것만은 절대로 저지하지 않으면 안 된다.
g3.310	아득히 옛날, 드래곤의 토벌은<br/>용사가 되기 위한 의식 같은 것이었던거야. <p/>크로우크루아후가 파괴의 마신이라고 말해지고 있지만<br/>이야기를 크게 한 분이, 보다 자신의 힘을 과시할 수 있다고 생각한 사람들의<br/>지어낸 이야기라고 생각하는거야. <p/>당신도 그렇겠지? <br/><username/>씨.
g3.311	아무래도, 걱정하고 있던 일이<br/>현실에 일어나려고 하고 있는 것이군요. <p/>파괴의 마신이 눈을 뜨는 것 같은 일이 있으면<br/>모처럼 손에 넣은 에린의 평화도, 모두 끝입니다…. <p/>나는 라이미라크신에 기도합니다. <br/><username/>씨도, 함께 빕시다….
g3.312	크로우크루아후를 보았다고 합니까? <br/>실례인 일을 말합니다만, 그것이 만약, 진짜의 크로우크루아후라면<br/><username/>씨는, 이 장소에 없을 것입니다. <p/>그것은 반드시, 사나이 리플렉스 카메라에 있는 유적의 드래곤을 본 것 것이 틀림없습니다. <br/>사나이 리플렉스 카메라에는, 그 같은 이름의 석상이 있으니까요.
g3.313	파괴의 마신 크로우크루아후…. <br/>뭐라고도 불길한 이야기다. <p/>좋아, 나는 트레보와 함께<br/>마을의 치안을 강화한다고 하자. <p/>그것과, 아무리 너라도 드래곤과 싸우는 것은 무리가 있다. <br/>만약, 그 같은 일을 생각하고 있다면, 그만두는 것이 좋다!
g3.314	이상한 소문이 퍼져, 마을이 소란스럽지만<br/>내가 있는 한, 이 티르코네일은 걱정없다. <br/>그러니까 안심해도 좋아.
g3.315	어떻게 하지요. <br/>파괴의 마신이 나타나면, 약속하고 있던 데이트를 할 수 없게 되어 버립니다. <br/>적어도, 데이트가 끝날 때까지 기다려 준다면 좋습니다만….
g3.316	크로우크루아후라고 하는 이름의 석상을 보았다라면? <br/>훔… 그것은, 사나이 리플렉스 카메라의 유적에 있는 것은 아닌 것인지? <br/>지금부터, 어떤 일이 일어나는지 예상 할 수 없구나.
g3.317	마족은, 파괴의 마신 크로우크루아후의 석상을 만들어<br/>그것을 불러일으키면…. <p/>어디까지나 추측입니다만, 나는 그것이 석상은 아니고<br/>석화 된 드래곤은 아닐까 생각합니다. <p/>사실은, 그 석화 된 드래곤의 주박을 풀어<br/>움직일 생각은 아닐까요. <p/>혹시, 사나이 리플렉스 카메라에 있는 유적의 사람이라면<br/>그방법을 알고 있을지도 모릅니다. <br/>만약, 그방법을 알면, 뭔가의 도움이 될지도 모릅니다.
g3.318	확실히 그런 이름의 도마뱀이 있었구나. <br/>겨우 도마뱀에게 비빌 것은 없을 것이다. <p/>뭐야도 참, 이 루카스님이 퇴치하고 해 준다.
g3.319	그런 이름의 석상은 모르는구나…. <br/>크로우크루아후는 파괴의 마신이다. <br/>거대한 드래곤의 모습을 한 악마 같은 녀석답다. <p/>그렇지만, 만일 그런 녀석이 있었다고 해도<br/>인간은 받아들이지 않으면 안 된다고 생각한다. <p/>그 케오섬에 있는 아름다운 정령 알을<br/>인간에게 주어진 축복이라고 생각하는 것과 같이. <p/>아무튼, 지진이나 폭풍우 따위의 재해를 받아들이는 것으로<br/>같다고 말하면 알기 쉬울까.
g3.320	에, 던전에서 그런 것을 본 것이다. <br/>크로우크루아후의 석상이군요. <p/>확실히전에…. <br/>누군가가 무서운 드래곤이라고 말했군. <p/>그~. <br/>너가 얽히는 이야기는, 모두 불길한 일(뿐)만이다. <p/>그런 이야기가 대장의 귀라도 들어오면<br/>큰 일인 일이 된다. <p/>나도 조금은 쉬고 싶다고. <br/>너같이 빨리 그만두면 좋았어요.
g3.321	쿠, 크로우크루아후! <br/>왜 그 같은 일을! <p/>…. <p/>그대의 이야기가 성이라면, 포워르는 파괴의 신을 상기시켜<br/>에린의 세계에 공격해 온다…. <p/>뭐라고 하는 일이다…, 이것이 신의 의사라고 하면<br/>우리는 입다물고 받아들일 수 밖에 없을까.
g3.322	드래곤의 석상은<br/>드래곤 유적에 있다, 저것의 일입니까? <p/>저…, 저기는 던전이 아닙니다? <br/>그 석상이, 크로우크루아후인 것인가는 모르기도 하고<br/>신경이 쓰이는 것 같다면, 유적까지 들으러 가는 것이 좋은 것이 아닐까요?
g3.323	크로우크루아후는, 확실히 악신의 이름이었던 생각이 들어요. <br/>아무래도 신경이 쓰인다면, 크리스텔 사제나<br/>스튜어트 선생님에게 들어 보세요.
g3.324	모이트라 전쟁에 나타난 악의 신이었을까. <br/>그 이야기라면, 그 밖에도 자세할 것 같다는 사람이 있을 것입니다.
g3.325	드래곤의 석상이라면 확실히 사나이 리플렉스 카메라에 있었군요. <br/>여유가 생기고 오면 관광하러라도 갈까. <br/>그것도, 우리 후로라가 시집가고 나서의 이야기이지만.
g3.326	크로우크루아후? <br/>그것은 전설안에 나오는 악신의 이름이지만? <p/>던바튼으로부터 북측 쪽에 쭉 진행되어 가면 나오는<br/>사나이 리플렉스 카메라라고 하는 평원이 있지만,<br/>거기에 있는 드래곤의 유적이, 확실히<br/>크로우크루아후라고 말하는 것 같다! <p/>나도 한 번 보러가고 싶었지만,<br/>너무 바빠서~, 시간이 없어서. <br/>아무튼, 사람을 돕는 치료자인 이상, 어쩔 수 없다. 하하하!
g3.327	드래곤은 마족이군요? <br/>그렇다면 마족에 대해 자세한 사람에게 들어 보면 어떨까?
g3.328	어머나? 크로우크루아후라면 들었던 적이 있어요. <br/>나쁜 드래곤의 이름이야. <br/>그것이 어떻게든 했을까?
g3.329	그렇게 말하면 옛날, 모이트라 전쟁에 나타난<br/>전설의 드래곤의 일이 쓰여지고 있었던 문헌이<br/>있던 것 같은 생각이 듭니다. <p/>확실히 그 문헌은, 도서관에 있었을 것입니다. <br/>찾아낼 수 있을까 모릅니다만, 지금부터 찾으러 갈까요?
g3.330	그런 것 모른다.
g3.331	<username/>씨는, 전설에 흥미 있습니까? <br/>만약, 흥미가 있다면 들려줍시다. <p/>옛날, 이 근처에 살고 있던 고대의 인간은<br/>드래곤을 시중들고 있던 것 같습니다. <p/>다만, 그 드래곤이 돌연 날뛰고이고<br/>마을을 파괴하거나 한 것 같습니다. <p/>거기서 마을의 사람들은, 거대한 용의 석상을 세워져라<br/>여성들을 제물로서 바치는 것으로<br/>드래곤의 분노를 가라앉힌 것 같습니다. <p/>그 때에 나타났던 것이 드래곤의 크로우크루아후로<br/>다른 세계로부터 나타난 파괴의 신이라고 말해지고 있습니다.
